make,model,year,selling_price,mileage,availability,fuel,transmission,mpg,description
Mahindra,TUV 300 T6 Plus,2015,540000,68750.0,sold,Diesel,Manual,34.3,N/A
Maruti,Alto 800 LXI,2014,180000,38125.0,sold,Petrol,Manual,34.5,N/A
Mahindra,Bolero Power Plus ZLX,2017,750000,18125.0,sold,Diesel,Manual,32.1,N/A
Maruti,Ertiga SHVS ZDI Plus,2018,980000,31250.0,sold,Diesel,Manual,26.3,N/A
Fiat,Grande Punto EVO 90HP 1.3 Sport,2014,250000,56250.0,in stock,Diesel,Manual,29.2,N/A
Hyundai,Grand i10 1.2 Kappa Sportz AT,2018,550000,21875.0,sold,Petrol,Automatic,23.8,N/A
Volkswagen,Vento 1.6 Highline,2015,509999,26875.0,sold,Petrol,Manual,29.5,N/A
Maruti,Alto K10 LXI,2017,320000,31250.0,in stock,Petrol,Manual,26.9,N/A
Hyundai,EON D Lite,2016,275000,15625.0,sold,Petrol,Manual,22.5,N/A
Mahindra,XUV500 W8 2WD,2013,550000,138907.5,in stock,Diesel,Manual,25.2,N/A
Maruti,Wagon R VXI Minor,2009,145000,31250.0,sold,Petrol,Manual,22.0,N/A
Fiat,Grande Punto Emotion 90Hp,2013,250000,50000.0,sold,Diesel,Manual,23.3,N/A
Hyundai,Verna 1.6 SX,2012,520000,21875.0,sold,Diesel,Manual,30.0,N/A
Maruti,Alto LXi,2007,95000,53125.0,sold,Petrol,Manual,14.6,N/A
Toyota,Innova 2.5 V Diesel 7-seater,2011,725000,68750.0,sold,Diesel,Manual,29.1,N/A
Maruti,800 AC,2006,55000,43750.0,in stock,Petrol,Manual,17.3,N/A
Honda,City i DTEC VX,2014,600000,62500.0,sold,Diesel,Manual,28.6,N/A
Volkswagen,Vento New Diesel Highline,2013,330000,75000.0,sold,Diesel,Manual,19.3,N/A
Maruti,Swift Dzire VDI,2015,470000,55625.0,sold,Diesel,Manual,28.4,N/A
Maruti,Swift ZDi,2013,365000,75000.0,sold,Diesel,Manual,19.7,N/A
Hyundai,EON Magna Plus,2013,250000,25000.0,sold,Petrol,Manual,18.3,N/A
Maruti,Wagon R VXI BS IV,2017,430000,10625.0,in stock,Petrol,Manual,22.4,N/A
Maruti,Swift VDI,2013,400000,78125.0,sold,Diesel,Manual,16.8,N/A
Maruti,Swift Dzire ZXI,2015,615000,68750.0,sold,Petrol,Manual,28.2,N/A
Ford,Figo Diesel Titanium,2011,150000,75000.0,sold,Diesel,Manual,27.2,N/A
Ford,Figo Diesel ZXI,2014,240000,56250.0,sold,Diesel,Manual,30.8,N/A
Mahindra,Scorpio S10 7 Seater,2014,800000,56250.0,sold,Diesel,Manual,19.0,N/A
Hyundai,EON LPG Magna Plus,2015,240000,68750.0,in stock,LPG,Manual,26.6,N/A
Ford,Ecosport 1.5 DV5 MT Titanium,2014,600000,54375.0,in stock,Diesel,Manual,23.0,N/A
Mahindra,Scorpio LX,2014,800000,9375.0,in stock,Diesel,Manual,30.9,N/A
Hyundai,EON 1.0 Kappa Magna Plus,2015,160000,43750.0,in stock,Petrol,Manual,22.4,N/A
Ford,Fiesta Classic 1.6 Duratec CLXI,2012,350000,23750.0,in stock,Petrol,Manual,26.1,N/A
Honda,City 1.5 V MT,2011,300000,40000.0,in stock,Petrol,Manual,21.3,N/A
Tata,Sumo Gold EX BSIII,2015,399000,34531.25,sold,Diesel,Manual,19.9,N/A
Mahindra,Bolero DI,2011,300000,68750.0,sold,Diesel,Manual,28.1,N/A
Maruti,A-Star AT VXI,2012,150000,43750.0,sold,Petrol,Automatic,21.3,N/A
Chevrolet,Cruze LTZ,2010,320000,37500.0,sold,Diesel,Manual,20.4,N/A
Tata,Hexa XM,2018,1280000,10625.0,sold,Diesel,Manual,21.8,N/A
Renault,KWID 1.0 RXT Optional,2017,300000,8125.0,in stock,Petrol,Manual,24.3,N/A
Nissan,Terrano XL Plus ICC WT20 SE,2016,1000000,37500.0,sold,Diesel,Manual,19.0,N/A
Mitsubishi,Pajero Sport 4X4,2012,1090000,75000.0,in stock,Diesel,Manual,18.7,N/A
Tata,New Safari DICOR 2.2 GX 4x2 BS IV,2012,450000,60625.0,in stock,Diesel,Manual,20.4,N/A
Tata,Indica GLS BS IV,2007,60000,81250.0,sold,Petrol,Manual,20.0,N/A
Maruti,Swift Dzire ZXI,2013,500000,31250.0,sold,Petrol,Manual,28.9,N/A
Tata,Indigo CR4,2012,200000,75000.0,sold,Diesel,Manual,27.1,N/A
Ford,Ecosport 1.5 DV5 MT Titanium,2015,650000,42500.0,in stock,Diesel,Manual,20.8,N/A
Maruti,Alto LXi,2006,60000,62500.0,sold,Petrol,Manual,23.2,N/A
Maruti,Ertiga VDI,2013,250999,50000.0,sold,Diesel,Manual,15.1,N/A
Hyundai,Accent Executive CNG,2012,185000,41875.0,sold,CNG,Manual,24.9,N/A
Maruti,Alto K10 VXI,2015,155000,37500.0,sold,Petrol,Manual,15.4,N/A
Maruti,Swift VXI,2019,600000,3125.0,sold,Petrol,Manual,15.0,N/A
Renault,KWID RXE,2016,300000,12500.0,sold,Petrol,Manual,29.0,N/A
Hyundai,Creta 1.6 E Plus,2018,850000,7812.5,sold,Petrol,Manual,26.3,N/A
Maruti,Eeco CNG 5 Seater AC BSIV,2019,470000,2500.0,in stock,CNG,Manual,20.7,N/A
Ford,Figo 1.2P Titanium MT,2019,600000,15625.0,sold,Petrol,Manual,27.6,N/A
Toyota,Innova 2.5 G (Diesel) 7 Seater,2013,700000,43750.0,in stock,Diesel,Manual,23.0,N/A
Maruti,Wagon R LXI DUO BSIII,2007,70000,101250.0,in stock,LPG,Manual,30.0,N/A
Toyota,Fortuner 3.0 Diesel,2010,1250000,128125.0,in stock,Diesel,Manual,24.3,N/A
Audi,A6 2.8 FSI,2008,650000,43750.0,in stock,Petrol,Automatic,27.4,N/A
Hyundai,Xcent 1.2 CRDi S,2018,450000,43750.0,sold,Diesel,Manual,26.9,N/A
Mahindra,XUV500 W8 2WD,2014,750000,62500.0,sold,Diesel,Manual,23.8,N/A
Toyota,Innova 2.5 G (Diesel) 7 Seater,2013,775000,43750.0,in stock,Diesel,Manual,30.9,N/A
Hyundai,Santa Fe 4X4,2011,800000,137500.0,sold,Diesel,Manual,22.6,N/A
Honda,Amaze E i-Vtech,2015,360000,50000.0,sold,Petrol,Manual,30.3,N/A
Toyota,Corolla Altis Diesel D4DG,2010,250000,75000.0,in stock,Diesel,Manual,27.8,N/A
Jeep,Compass 2.0 Longitude Option BSIV,2017,1490000,13773.75,sold,Diesel,Manual,23.5,N/A
Nissan,Terrano XL 110 PS,2013,600000,50000.0,in stock,Diesel,Manual,27.9,N/A
Maruti,Alto LX,2010,120000,56250.0,sold,Petrol,Manual,33.7,N/A
Tata,New Safari DICOR 2.2 EX 4x2,2012,320000,87500.0,sold,Diesel,Manual,32.9,N/A
Mahindra,Thar 4X2,2011,400000,75000.0,sold,Diesel,Manual,24.3,N/A
Maruti,Swift Dzire ZDI,2015,302000,37500.0,sold,Diesel,Manual,25.6,N/A
Chevrolet,Beat Diesel LT,2011,130000,50000.0,sold,Diesel,Manual,21.5,N/A
Maruti,Swift Dzire LXI Option,2014,150000,37500.0,in stock,Petrol,Manual,23.6,N/A
Tata,Indica Vista Aura Plus 1.3 Quadrajet,2012,200000,56250.0,sold,Diesel,Manual,18.2,N/A
Toyota,Innova 2.5 G1 BSIV,2012,950000,50000.0,in stock,Diesel,Manual,16.1,N/A
Maruti,Swift Vdi BSIII,2008,120000,109375.0,in stock,Diesel,Manual,21.5,N/A
Mahindra,XUV500 W7 BSIV,2019,1400000,6250.0,sold,Diesel,Manual,35.2,N/A
Hyundai,i20 1.2 Asta Option,2017,620000,40625.0,in stock,Petrol,Manual,18.9,N/A
Toyota,Innova 2.5 GX 8 STR BSIV,2012,449000,56250.0,sold,Diesel,Manual,21.2,N/A
Maruti,Alto LXi,2007,100000,43750.0,sold,Petrol,Manual,32.0,N/A
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2018,600000,1562.5,in stock,Petrol,Manual,24.8,N/A
Honda,Amaze VX i-DTEC,2016,700000,21875.0,sold,Diesel,Manual,18.0,N/A
Chevrolet,Beat Diesel LT,2012,250000,25000.0,sold,Diesel,Manual,28.4,N/A
Maruti,Baleno RS 1.0 Petrol,2018,550000,39375.0,sold,Petrol,Manual,35.1,N/A
Skoda,Superb Ambition 2.0 TDI CR AT,2013,675000,55000.0,sold,Diesel,Automatic,29.5,N/A
Nissan,Terrano XL Plus 85 PS,2015,530000,34375.0,sold,Diesel,Manual,27.3,N/A
Chevrolet,Enjoy TCDi LT 7 Seater,2014,325000,44383.75,sold,Diesel,Manual,28.3,N/A
Renault,Scala Diesel RxL,2015,370000,37500.0,sold,Diesel,Manual,18.2,N/A
Skoda,Rapid 1.5 TDI Ambition,2014,360000,43750.0,sold,Diesel,Manual,27.6,N/A
Skoda,Superb LK 1.8 TSI AT,2012,650000,37500.0,sold,Petrol,Automatic,22.7,N/A
Ford,Fiesta 1.5 TDCi Titanium,2012,199000,57500.0,sold,Diesel,Manual,22.4,N/A
Mahindra,Quanto C6,2014,285000,55703.75,in stock,Diesel,Manual,15.7,N/A
Volkswagen,Jetta 1.9 TDI Comfortline DSG,2009,260000,83750.0,sold,Diesel,Automatic,29.1,N/A
Maruti,Ciaz 1.4 AT Zeta,2019,869999,9375.0,sold,Petrol,Automatic,25.2,N/A
Hyundai,Grand i10 1.2 CRDi Magna,2016,425000,26562.5,sold,Diesel,Manual,30.6,N/A
Chevrolet,Cruze LTZ AT,2012,490000,26250.0,in stock,Diesel,Automatic,26.9,N/A
Mahindra,XUV500 AT W8 FWD,2015,750000,43750.0,sold,Diesel,Automatic,28.6,N/A
Honda,City 1.5 EXI,2004,125000,68750.0,sold,Petrol,Manual,23.7,N/A
Fiat,Linea 1.3 Emotion,2014,221000,82103.125,sold,Diesel,Manual,22.4,N/A
Volkswagen,Vento 1.5 TDI Highline AT,2016,724000,30612.5,sold,Diesel,Automatic,20.0,N/A
Honda,Amaze VX AT i-Vtech,2014,440000,28750.0,in stock,Petrol,Automatic,22.8,N/A
Chevrolet,Spark 1.0 LS,2009,70000,37500.0,in stock,Petrol,Manual,18.1,N/A
Maruti,Baleno Delta Diesel,2015,511000,36250.0,sold,Diesel,Manual,20.2,N/A
Maruti,S-Cross Alpha DDiS 200 SH,2016,790000,13750.0,in stock,Diesel,Manual,31.9,N/A
Hyundai,i20 1.2 Asta Option,2017,640000,23125.0,in stock,Petrol,Manual,27.6,N/A
Hyundai,Santro Xing GLS,2009,120000,43750.0,sold,Petrol,Manual,19.5,N/A
Chevrolet,Beat Diesel LT,2012,126000,61812.5,sold,Diesel,Manual,22.4,N/A
Chevrolet,Beat Diesel LT,2012,120000,78125.0,sold,Diesel,Manual,27.9,N/A
Mahindra,TUV 300 T4 Plus,2017,650000,37500.0,sold,Diesel,Manual,30.4,N/A
Hyundai,Grand i10 Asta,2014,450000,50000.0,sold,Petrol,Manual,25.9,N/A
Maruti,Zen Estilo LXI Green (CNG),2010,110000,50000.0,sold,CNG,Manual,21.4,N/A
Mahindra,Bolero Power Plus Plus AC BSIV PS,2017,600000,25000.0,sold,Diesel,Manual,27.9,N/A
Mahindra,XUV500 W8 4WD,2012,620000,50000.0,sold,Diesel,Manual,26.2,N/A
Ford,Ecosport 1.5 DV5 MT Titanium,2014,600000,18750.0,sold,Diesel,Manual,24.5,N/A
Mahindra,Bolero Power Plus ZLX,2018,795000,21875.0,sold,Diesel,Manual,22.0,N/A
Tata,Winger Deluxe - Hi Roof (AC),2011,300000,112500.0,sold,Diesel,Manual,26.9,N/A
Renault,Lodgy 85PS RxL,2015,495000,37500.0,in stock,Diesel,Manual,26.3,N/A
Audi,A4 3.0 TDI Quattro,2013,1580000,53750.0,sold,Diesel,Automatic,27.9,N/A
Audi,Q3 2.0 TDI Quattro Premium Plus,2015,1750000,79776.875,in stock,Diesel,Automatic,26.4,N/A
Tata,Hexa XTA,2018,1350000,21250.0,sold,Diesel,Automatic,26.8,N/A
Mahindra,Xylo D4,2014,350000,90625.0,sold,Diesel,Manual,24.5,N/A
Datsun,RediGO AMT 1.0 S,2018,300000,15625.0,sold,Petrol,Automatic,18.0,N/A
Tata,Zest Revotron 1.2T XMS,2018,400000,33750.0,sold,Petrol,Manual,25.4,N/A
Audi,A6 2.0 TDI  Design Edition,2014,1750000,63971.25,sold,Diesel,Automatic,25.3,N/A
Maruti,Zen LX,1999,70000,43750.0,sold,Petrol,Manual,31.3,N/A
Nissan,Sunny XL D,2018,500000,43750.0,in stock,Diesel,Manual,29.0,N/A
Audi,Q3 35 TDI Quattro Technology,2017,2575000,22500.0,sold,Diesel,Automatic,28.3,N/A
Honda,Brio VX,2014,345000,36250.0,sold,Petrol,Manual,30.7,N/A
Tata,Indigo CR4,2013,220000,62500.0,in stock,Diesel,Manual,17.3,N/A
Audi,Q5 2.0 TFSI Quattro Premium Plus,2014,1850000,38898.125,sold,Petrol,Automatic,22.8,N/A
Hyundai,Santro Xing XL eRLX Euro III,2005,114999,56250.0,sold,Petrol,Manual,22.8,N/A
Maruti,800 AC,1999,50000,62500.0,in stock,Petrol,Manual,21.4,N/A
Honda,Jazz Select Edition,2017,585000,8750.0,in stock,Petrol,Manual,24.1,N/A
Ford,EcoSport 1.5 TDCi Titanium BSIV,2018,950000,13371.25,sold,Diesel,Manual,27.5,N/A
Maruti,Swift Dzire AMT VXI,2018,625000,8625.0,sold,Petrol,Automatic,18.8,N/A
Hyundai,Creta 1.6 SX Automatic,2017,1035000,14375.0,sold,Petrol,Automatic,26.9,N/A
Datsun,GO T Petrol,2015,310000,20428.75,sold,Petrol,Manual,27.4,N/A
Mahindra,Xylo D4,2017,600000,62312.5,in stock,Diesel,Manual,24.7,N/A
Toyota,Fortuner 2.8 4WD AT BSIV,2019,3100000,3125.0,sold,Diesel,Automatic,24.5,N/A
Honda,City i-DTEC SV,2014,650000,31033.75,sold,Diesel,Manual,27.4,N/A
Hyundai,Grand i10 Asta,2016,550000,28410.625,sold,Petrol,Manual,28.4,N/A
Hyundai,Creta 1.6 CRDi SX,2017,1260000,24513.125,sold,Diesel,Manual,31.8,N/A
Hyundai,i20 Sportz 1.2,2016,660000,30137.5,sold,Petrol,Manual,21.8,N/A
Hyundai,i20 Sportz 1.2,2017,700000,6946.25,in stock,Petrol,Manual,30.3,N/A
Hyundai,Getz 1.5 CRDi GVS,2008,235000,37630.0,sold,Diesel,Manual,26.8,N/A
Volkswagen,Vento 1.5 TDI Highline,2013,475000,50000.0,sold,Diesel,Manual,27.2,N/A
Mercedes-Benz,E-Class 280 CDI Elegance,2008,795000,61625.0,sold,Diesel,Automatic,29.3,N/A
Audi,RS7 2015-2019 Sportback Performance,2016,8900000,8125.0,sold,Petrol,Automatic,25.1,N/A
Audi,Q5 3.0 TDI Quattro Technology,2015,3200000,18750.0,sold,Diesel,Automatic,25.1,N/A
MG,Hector Smart AT,2019,1860000,11250.0,sold,Petrol,Automatic,22.9,N/A
Land,Rover Range Rover 4.4 Diesel LWB Vogue SE,2010,4200000,62500.0,sold,Diesel,Automatic,26.3,N/A
Honda,City VX CVT,2015,850000,36250.0,sold,Petrol,Automatic,26.2,N/A
Mahindra,Xylo D4,2017,585000,53400.625,sold,Diesel,Manual,18.8,N/A
Mahindra,Verito 1.5 D4 BSIV,2015,380000,40338.125,in stock,Diesel,Manual,27.2,N/A
Maruti,Swift Dzire VDI,2019,650000,21875.0,sold,Diesel,Manual,27.8,N/A
Maruti,Swift ZXI Plus,2018,600000,18750.0,sold,Petrol,Manual,31.0,N/A
Nissan,Micra Active XV,2017,434999,10166.875,sold,Petrol,Manual,28.8,N/A
Volkswagen,Vento 1.5 TDI Highline,2013,525000,44687.5,sold,Diesel,Manual,29.1,N/A
BMW,5 Series 520d Luxury Line,2019,4800000,8124.375,sold,Diesel,Automatic,21.3,N/A
Chevrolet,Aveo U-VA 1.2 LS,2008,160000,50000.0,sold,Petrol,Manual,31.6,N/A
Maruti,Zen Estilo 1.1 LXI BSIII,2007,160000,56250.0,sold,Petrol,Manual,24.6,N/A
Chevrolet,Spark 1.0 LT,2012,125000,17500.0,sold,Petrol,Manual,31.4,N/A
Mahindra,Bolero Power Plus Plus AC BSIV PS,2015,430000,125000.0,sold,Diesel,Manual,22.3,N/A
Hyundai,Creta 1.6 VTVT S,2017,900000,9187.5,in stock,Petrol,Manual,35.2,N/A
Maruti,Alto LX,2000,61000,56250.0,sold,Petrol,Manual,27.9,N/A
Maruti,Wagon R LXI BS IV,2017,400000,31250.0,sold,Petrol,Manual,16.9,N/A
Hyundai,Santro Xing XS,2009,150000,62500.0,sold,Petrol,Manual,19.2,N/A
Volkswagen,Polo GT 1.0 TSI,2019,950000,15000.0,sold,Petrol,Automatic,26.6,N/A
Tata,Indigo CR4,2013,220000,62500.0,sold,Diesel,Manual,18.4,N/A
Hyundai,Getz GLX,2007,110000,56250.0,sold,Petrol,Manual,23.4,N/A
Tata,Bolt Revotron XM,2015,375000,18750.0,sold,Petrol,Manual,31.4,N/A
Datsun,GO Plus T Option,2017,350000,50000.0,in stock,Petrol,Manual,23.4,N/A
Hyundai,i20 Magna 1.4 CRDi (Diesel),2012,310000,57928.75,sold,Diesel,Manual,21.0,N/A
Tata,Indica GLS BS IV,2010,90000,187500.0,sold,Petrol,Manual,27.2,N/A
Volkswagen,Vento Petrol Highline,2011,350000,56250.0,in stock,Petrol,Manual,19.8,N/A
Hyundai,Santro LS zipPlus,2003,100000,37500.0,sold,Petrol,Manual,25.8,N/A
Mahindra,XUV500 AT W6 2WD,2017,1300000,25000.0,in stock,Diesel,Automatic,19.0,N/A
Maruti,Wagon R LXI,2004,70000,56250.0,sold,Petrol,Manual,27.3,N/A
Chevrolet,Sail Hatchback LT ABS,2013,225000,50000.0,sold,Diesel,Manual,30.0,N/A
Honda,City 1.3 EXI,2002,145000,62500.0,sold,Petrol,Manual,21.7,N/A
Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,12500.0,in stock,Diesel,Manual,22.1,N/A
Maruti,Swift VXI,2019,550000,31875.0,sold,Petrol,Manual,21.0,N/A
Maruti,Alto LX BSIII,2008,85000,75000.0,in stock,Petrol,Manual,17.1,N/A
Hyundai,EON Era Plus Sports Edition,2014,280000,34375.0,sold,Petrol,Manual,24.3,N/A
Hyundai,EON Magna Plus,2018,360000,3750.0,sold,Petrol,Manual,23.5,N/A
Maruti,Alto LXi,2011,150000,25000.0,sold,Petrol,Manual,21.7,N/A
Skoda,Rapid 1.6 MPI AT Ambition BSIV,2017,900000,9375.0,sold,Petrol,Automatic,16.7,N/A
Ambassador,CLASSIC 1500 DSL AC,2005,120000,31250.0,sold,Diesel,Manual,17.9,N/A
Fiat,Linea T Jet Emotion,2010,215000,56250.0,sold,Petrol,Manual,28.6,N/A
Renault,Scala Diesel RxL,2013,550000,24062.5,sold,Diesel,Manual,23.3,N/A
Tata,Nexon 1.2 Revotron XZ Plus Dual Tone,2018,775000,21875.0,sold,Petrol,Manual,25.7,N/A
Maruti,Gypsy King HT BSIV,2001,409999,30849.375,sold,Petrol,Manual,34.1,N/A
Maruti,800 AC Uniq,2005,65000,43750.0,sold,Petrol,Manual,34.8,N/A
Maruti,Wagon R LXI Minor,2008,200000,56250.0,sold,Petrol,Manual,30.6,N/A
Maruti,Wagon R VXI BS IV,2010,240000,31250.0,sold,Petrol,Manual,23.5,N/A
Toyota,Innova 2.5 VX 8 STR,2012,800000,67956.875,sold,Diesel,Manual,25.8,N/A
Toyota,Innova 2.5 EV Diesel MS 7 Str BSIII,2010,400000,75000.0,sold,Diesel,Manual,26.0,N/A
Tata,Sumo Gold EX BSIII,2016,500000,37500.0,sold,Diesel,Manual,28.6,N/A
Mahindra,Renault Logan 1.5 DLX Diesel,2007,150000,56250.0,sold,Diesel,Manual,19.7,N/A
Toyota,Etios GD,2014,500000,87500.0,sold,Diesel,Manual,31.6,N/A
Hyundai,EON Magna Plus,2014,320000,50000.0,in stock,Petrol,Manual,31.2,N/A
Nissan,Micra Diesel XV,2013,300000,56250.0,sold,Diesel,Manual,23.6,N/A
Renault,Lodgy Stepway 85PS RXZ 8S,2017,650000,25000.0,in stock,Diesel,Manual,21.2,N/A
Maruti,Alto 800 LXI,2018,285000,8750.0,in stock,Petrol,Manual,28.3,N/A
Tata,Aria Pleasure 4x2,2012,360000,43750.0,in stock,Diesel,Manual,21.5,N/A
Honda,Accord 2.4 MT,2009,450000,34375.0,in stock,Petrol,Manual,26.8,N/A
Maruti,Alto LXi,2011,175000,37500.0,in stock,Petrol,Manual,20.6,N/A
Chevrolet,Cruze LT,2011,350000,46250.0,in stock,Diesel,Manual,24.7,N/A
Ford,Figo Aspire 1.5 TDCi Titanium,2020,530000,28125.0,in stock,Diesel,Manual,30.5,N/A
Honda,City i-DTEC ZX,2017,1025000,23750.0,in stock,Diesel,Manual,26.6,N/A
Honda,BR-V i-DTEC VX MT,2017,950000,15000.0,in stock,Diesel,Manual,24.3,N/A
Honda,WR-V i-VTEC VX,2017,725000,18735.0,sold,Petrol,Manual,23.2,N/A
Honda,City i VTEC VX,2017,919999,25625.0,in stock,Petrol,Manual,21.5,N/A
Honda,Jazz 1.5 V i DTEC,2018,700000,9375.0,in stock,Diesel,Manual,23.4,N/A
Honda,Jazz 1.5 VX i DTEC,2017,725000,22500.0,in stock,Diesel,Manual,22.8,N/A
Honda,BR-V i-VTEC VX MT,2017,840000,19153.75,sold,Petrol,Manual,21.1,N/A
Maruti,Wagon R VXI BS IV,2015,365000,14750.0,sold,Petrol,Manual,21.3,N/A
Honda,City i DTEC SV,2014,665000,44573.75,sold,Diesel,Manual,20.1,N/A
Maruti,800 Std,2003,50000,48811.25,in stock,Petrol,Manual,19.4,N/A
Hyundai,EON Era Plus,2014,225000,18750.0,sold,Petrol,Manual,22.4,N/A
Hyundai,i10 Era,2012,229999,28125.0,in stock,Petrol,Manual,20.0,N/A
Hyundai,Santro Xing GL,2008,145000,41875.0,sold,Petrol,Manual,34.2,N/A
Ford,Figo Aspire Facelift,2018,624000,9175.625,sold,Diesel,Manual,24.1,N/A
Hyundai,Verna 1.4 VTVT,2015,500000,15625.0,sold,Petrol,Manual,28.6,N/A
Ford,EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,750000,11283.75,sold,Petrol,Manual,18.5,N/A
Honda,City i DTEC VX,2015,785000,25000.0,in stock,Diesel,Manual,27.9,N/A
Hyundai,i10 Sportz,2011,225000,18750.0,in stock,Petrol,Manual,31.9,N/A
Hyundai,Xcent 1.1 CRDi Base,2017,300000,50000.0,sold,Diesel,Manual,30.2,N/A
Hyundai,i20 Asta 1.4 CRDi,2016,680000,12500.0,sold,Diesel,Manual,31.0,N/A
Mahindra,TUV 300 T8,2016,700000,25000.0,in stock,Diesel,Manual,24.6,N/A
Tata,Indigo CS eLS BS IV,2011,180000,75000.0,sold,Diesel,Manual,17.3,N/A
Ford,Fiesta 1.4 SXi TDCi ABS,2008,270000,75000.0,sold,Diesel,Manual,24.7,N/A
Maruti,Swift Dzire VXi,2010,370000,60625.0,sold,Petrol,Manual,19.2,N/A
Mahindra,Xylo H8 ABS with Airbags,2018,1100000,43750.0,sold,Diesel,Manual,14.7,N/A
Hyundai,Accent CRDi,2004,120000,75000.0,sold,Diesel,Manual,24.4,N/A
Skoda,Rapid 1.6 TDI PRESTIGE,2013,430000,55000.0,sold,Diesel,Manual,17.2,N/A
Maruti,Swift ZDi,2014,550000,24003.75,in stock,Diesel,Manual,24.2,N/A
Hyundai,Santro Xing GLS,2014,320000,33968.75,sold,Petrol,Manual,20.0,N/A
Maruti,Wagon R VXI BS IV,2015,390000,20162.5,sold,Petrol,Manual,22.2,N/A
Renault,Duster 85PS Diesel RxE,2014,550000,36394.375,in stock,Diesel,Manual,18.1,N/A
Maruti,Swift VXI,2012,370000,37411.25,in stock,Petrol,Manual,29.8,N/A
Maruti,Alto LXi BSIII,2010,190000,45843.75,sold,Petrol,Manual,24.0,N/A
Renault,Duster 110PS Diesel RxZ,2013,509999,55295.625,sold,Diesel,Manual,30.8,N/A
Honda,City S,2013,450000,60616.875,in stock,Petrol,Manual,23.9,N/A
Mercedes-Benz,GLS 2016-2020 350d 4MATIC,2016,5500000,48343.75,sold,Diesel,Automatic,27.9,N/A
Maruti,Swift Dzire VDI,2015,550000,38241.875,sold,Diesel,Manual,22.2,N/A
Mahindra,Xylo E6,2009,400000,42718.75,sold,Diesel,Manual,23.6,N/A
Ford,EcoSport 1.5 TDCi Titanium BSIV,2015,585000,50718.75,in stock,Diesel,Manual,24.7,N/A
Hyundai,Grand i10 1.2 Kappa Asta,2019,500000,18750.0,sold,Petrol,Manual,15.2,N/A
Maruti,Ciaz ZXi,2015,800000,18750.0,sold,Petrol,Manual,25.6,N/A
Maruti,Swift Vdi BSIII,2009,265000,75000.0,sold,Diesel,Manual,30.4,N/A
Ford,Figo Diesel Titanium,2012,175000,112500.0,in stock,Diesel,Manual,27.1,N/A
Fiat,Palio 1.2 Sport,2007,125000,31250.0,sold,Petrol,Manual,24.2,N/A
Tata,Manza Aqua Quadrajet BS IV,2010,165000,50000.0,sold,Diesel,Manual,33.9,N/A
Mahindra,Verito 1.5 D2 BSIII,2011,150000,175000.0,sold,Diesel,Manual,15.3,N/A
Hyundai,Creta 1.6 CRDi SX Option,2015,1025000,56250.0,sold,Diesel,Manual,32.1,N/A
Toyota,Innova 2.5 VX (Diesel) 8 Seater,2014,1030000,156250.0,sold,Diesel,Manual,20.6,N/A
Chevrolet,Cruze LT,2012,380000,56250.0,in stock,Diesel,Manual,21.3,N/A
Maruti,Swift Dzire LDi,2010,250000,68750.0,sold,Diesel,Manual,25.0,N/A
Maruti,Zen LX,2000,85000,50000.0,sold,Petrol,Manual,25.6,N/A
Fiat,Punto EVO 1.3 Dynamic,2016,500000,21875.0,sold,Diesel,Manual,30.5,N/A
Hyundai,EON Era Plus,2018,350000,9375.0,sold,Petrol,Manual,35.4,N/A
Maruti,Alto LXi BSIII,2010,190000,32500.0,in stock,Petrol,Manual,30.0,N/A
Volkswagen,Jetta 1.9 TDI Trendline,2009,940000,87500.0,in stock,Diesel,Manual,22.2,N/A
Maruti,Swift VXI,2013,475000,37500.0,sold,Petrol,Manual,20.1,N/A
Maruti,Alto 800 LXI,2018,300000,10625.0,in stock,Petrol,Manual,32.0,N/A
Chevrolet,Beat LS,2016,250000,43750.0,sold,Petrol,Manual,19.3,N/A
Maruti,Zen LX,2001,93000,60625.0,in stock,Petrol,Manual,34.6,N/A
Ford,Figo Diesel ZXI,2012,290000,78125.0,sold,Diesel,Manual,27.8,N/A
Tata,Indica GLS BS IV,2010,75000,187500.0,sold,Petrol,Manual,30.4,N/A
Mahindra,XUV500 W8 2WD,2015,1000000,75000.0,in stock,Diesel,Manual,22.3,N/A
Hyundai,i20 Asta 1.4 CRDi,2015,550000,54375.0,sold,Diesel,Manual,23.8,N/A
Fiat,Punto 1.3 Emotion,2010,285000,46875.0,sold,Diesel,Manual,27.2,N/A
Tata,Indigo Grand Petrol,2014,240000,37500.0,sold,Petrol,Manual,30.4,N/A
Hyundai,Creta 1.6 VTVT S,2015,850000,15625.0,sold,Petrol,Manual,30.5,N/A
Hyundai,i20 Active 1.2 SX,2016,650000,16250.0,in stock,Petrol,Manual,21.3,N/A
Maruti,Celerio Green VXI,2017,365000,48750.0,in stock,CNG,Manual,19.9,N/A
Hyundai,i20 Active 1.2 SX,2016,650000,16250.0,in stock,Petrol,Manual,18.3,N/A
Chevrolet,Sail 1.2 Base,2015,260000,21875.0,sold,Petrol,Manual,31.9,N/A
Tata,Indigo Grand Petrol,2014,250000,62500.0,in stock,Petrol,Manual,25.0,N/A
